title,price,discountedPrice,coupon,brand,size,extraDetail,productID,modelNo,frameWidth,frameDimensions,frameColour,link
Black Full Rim Square,6000,5000,SINGLE,John Jacobs,Extra Wide,,s15559,JJ S15559,147 mm,56-18-145,Black,/john-jacobs-jj-s15559-c1-sunglasses.html
Black Grey Full Rim Cat Eye,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e16433,LA E16433,131 mm,50-16-145,Black Grey,/lenskart-air-la-e16433-c2-eyeglasses.html
Blue Half Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e14440,VC E14440,129 mm,52-17-140,Blue,/vincent-chase-vc-e14440-c3-eyeglasses.html
Blue Full Rim Round,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e14035,VC E14035,130 mm,50-20-145,Blue,/vincent-chase-vc-e14035-c5-eyeglasses.html
Black Full Rim Square,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16459,VC E16459,136 mm,53-17-145,Black,/vincent-chase-vc-e16459-c1-eyeglasses.html
Blue Half Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e11891,VC E11891,134 mm,53-17-140,Blue,/vincent-chase-vc-e11891-c4-eyeglasses.html
Blue Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e13776,LA E13776,135 mm,51-17-142,Blue,/lenskart-air-la-e13776-c5-eyeglasses.html
Grey Full Rim Square,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e13068,LA E13068,134 mm,52-17-145,Grey,/lenskart-air-la-e13068-c5-eyeglasses.html
Tortoise Full Rim Round,2000,1500,₹2000,Vincent Chase,Narrow,,s14523,VC S14523,135 mm,51-17-148,,/vincent-chase-vc-s14523-c5-sunglasses.html
Black Half Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Wide,Frame + Lens,e12874,LA E12874,140 mm,54-18-140,Black,/lenskar-air-la-e12874-c2-eyeglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e11260,VC E11260,135 mm,52-16-145,,/vincent-chase-vc-e11260-c13-eyeglasses.html
Black Full Rim Square,5000,4000,SINGLE,John Jacobs,Narrow,Frame + Lens,e11680,JJ E11680,132 mm,49-20-145,Black,/john-jacobs-jj-e11680-c3-eyeglasses.html
Gunmetal Half Rim Rectangle,5000,4000,SINGLE,John Jacobs,Narrow,Frame + Lens,e10199,JJ E10199,133 mm,51-18-140,Gunmetal,/john-jacobs-jj-e10199-c9-eyeglasses.html
Gunmetal Tortoise Full Rim Square,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e,JJ E16116,141 mm,55-17-145,,/john-jacobs-jj-e-16116-c1-eyeglasses.html
Black Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e16436,JJ E16436,137 mm,54-15-140,Black,/john-jacobs-jj-e16436-c3-eyeglasses.html
Matte Blue Full Rim Aviator,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,chase,VC E13047,130 mm,51-16-145,Matte Blue,/vincent-chase-vincent-chase-vc-e13047-full-rim-aviator-stainless-steel-c4-eyeglasses.html
Black Full Rim Square,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16456,VC E16456,138 mm,54-17-145,Black,/vincent-chase-vc-e16456-c1-eyeglasses.html
Gold Rimless Rectangle,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e10399,JJ E10399,138 mm,53-17-140,Gold,/john-jacobs-jj-e10399-c4-eyeglasses.html
Green Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e15017,LA E15017,135 mm,52-17-140,Green,/lenskart-air-la-e15017-c3-eyeglasses.html
Blue Transparent Full Rim Square,1700,1200,SINGLE,Lenskart Air,Wide,Frame + Lens,e15308,LA E15308,139 mm,52-19-145,Blue Transparent,/lenskart-air-la-e15308-c1-eyeglasses.html
Grey Transparent Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16641,LA E16641,136 mm,53-16-147,Grey Transparent,/lenskart-air-la-e16641-c1-eyeglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e14039,VC E14039,139 mm,53-17-145,Black,/vincent-chase-vc-e14039-c1-eyeglasses.html
Blue Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e16436,JJ E16436,137 mm,54-15-140,Blue,/john-jacobs-jj-e16436-c1-eyeglasses.html
Grey Transparent Full Rim Round,1700,1200,SINGLE,Lenskart Air,Extra Narrow,Frame + Lens,e11491,LA E11491,128 mm,48-17-145,Grey Transparent,/lenskart-air-la-e11491-c10-eyeglasses.html
Blue Block Phone Computer Glasses: Sand Dune Light Green Full Rim Wayfarer Lenskart HUSTLR LB E14058-W C21,1700,,TRYUS,Lenskart Hustlr,Medium,,e14058,LB E14058-W,139 mm,50-20-145,,/lenskart-hustlr-lb-e14058-H-c21-eyeglasses.html
Black Full Rim Square,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,air,LA E10592,137 mm,52-17-140,,/lenskart-air-lenskart-air-la-e-10592-wayfarer-tr90-c6-eyeglasses.html
Grey Transparent Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e16692,VC E16692,129 mm,49-17-140,Grey Transparent,/vincent-chase-vc-e16692-c1-eyeglasses.html
Black Gold Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e12395,VC E12395-XL,141 mm,56-16-140,Black Gold,/vincent-chase-vc-e12395-xl-c2-full-rim-rectangle-eyeglasses.html
Black Silver Full Rim Rectangle,6000,5000,SINGLE,John Jacobs,Extra Wide,,jacobs,JJ S13991,144 mm,54-22-145,Black Silver,/john-jacobs-john-jacobs-jj-s13991-full-rim-c3-sunglasses.html
Tortoise Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14107,VC E14107,135 mm,52-16-135,Tortoise,/vincent-chase-vc-e14107-c1-c1-eyeglasses.html
Gunmetal Full Rim Square,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16456,VC E16456,138 mm,54-17-145,Gunmetal,/vincent-chase-vc-e16456-c2-eyeglasses.html
Black Grey Full Rim Rectangle,1700,1200,₹1700,Vincent Chase,Narrow,Frame + Lens,e,VC E13445,130 mm,51-15-140,,/vincent-chase-vc-e-13445-c7-eyeglasses.html
Purple Transparent Full Rim Cat Eye,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e15322,LA E15322,134 mm,52-16-145,Purple Transparent,/lenskart-air-la-e15322-c1-eyeglasses.html
Blue Black Full Rim Square,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e14938,VC E14938,139 mm,52-18-149,Blue Black,/vincent-chase-vc-e14938-c3-eyeglasses.html
Gold Half Rim Rectangle,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e11459,JJ E11459,142 mm,54-18-142,,/john-jacobs-jj-e11459-c3-eyeglasses.html
Blue Full Rim Round,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e11259,VC E11259,130 mm,48-19-145,,/vincent-chase-vc-e11259-c8-eyeglasses.html
Black Grey Full Rim Round,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16351,LA E16351,136 mm,51-19-145,Black Grey,/lenskart-air-la-e16351-c3-eyeglasses.html
Black Blue Demi Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13441,VC E13441,134 mm,52-16-140,Black Blue Demi,/vincent-chase-vc-e13441-c5-eyeglasses.html
Black Full Rim Square,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16004,VC E16036,137 mm,53-19-140,,/vincent-chase-vc-e16004-c1-eyeglasses.html
Black Grey Full Rim Geometric,1700,1200,₹1700,Lenskart Air,Medium,Frame + Lens,e16572,LA E16572,136 mm,49-20-145,Black Grey,/lenskart-air-la-e16572-c2-eyeglasses.html
Blue Full Rim Wayfarer,1000,800,SINGLE,Hooper,8-12 yrs,Frame + Lens,c2,HP E10086,125 mm,47-17-130,,/hooper-hp-e10086-c2-eyeglasses.html
Pink Full Rim Cat Eye,1700,1200,₹1700,Lenskart Air,Medium,Frame + Lens,e16574,LA E16574,134 mm,51-18-145,Pink,/lenskart-air-la-e16574-c1-eyeglasses.html
Blue Full Rim Square,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,chase,VC E12422,138 mm,57-13-145,Blue,/vincent-chase-vincent-chase-vc-e12422-full-rim-sq-way-stainless-steel-c4-eyeglasses.html
Gold Transparent Full Rim Geometric,1700,1200,₹1700,Lenskart Air,Medium,Frame + Lens,e16572,LA E16572,136 mm,49-20-145,Gold Transparent,/lenskart-air-la-e16572-c1-eyeglasses.html
Black Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14324,VC E14324,136 mm,54-17-145,Black,/vincent-chase-vc-e14324-c4-eyeglasses.html
Green Gunmetal Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14207,VC E14207,135 mm,53-17-145,Green Gunmetal,/vincent-chase-vc-e14207-c3-eyeglasses.html
Brown Transparent Full Rim Round,1700,1200,SINGLE,Lenskart Air,Extra Narrow,Frame + Lens,e16645,LA E16645,127 mm,49-17-145,Brown Transparent,/lenskart-air-la-e16645-c1-eyeglasses.html
Gunmetal Full Rim Round,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,rim,VC E12423,136 mm,50-17-140,Gunmetal,/gunmetal-black-full-rim-round-small-size-49-vincent-chase-online-steel-escobar-vc-e12423-c2-eyeglasses.html
Black Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16117,JJ E16117,142 mm,57-16-145,,/john-jacobs-jj-e16117-c1-eyeglasses.html
Black Full Rim Aviator,1700,1200,₹1700,Lenskart Air,Medium,Frame + Lens,e16566,LA E16566,134 mm,52-17-145,Black,/lenskart-air-la-e16566-c1-eyeglasses.html
Blue Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16611,VC E16611,139 mm,54-21-145,Blue,/vincent-chase-vc-e16611-c1-eyeglasses.html
Gold Rimless Rectangle,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,jj,JJ E12610,134 mm,55-17-142,Gold,/john-jacobs-rimless-jj-e12610-c1-eyeglasses.html
Gold Black Full Rim Clubmaster,6000,5000,SINGLE,John Jacobs,Wide,,s15452,JJ S15452,139 mm,52-18-140,Gold Black,/john-jacobs-jj-s15452-c1-sunglasses.html
Pink Transparent Full Rim Round,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e14834,LA E14834,133 mm,51-17-143,Pink Transparent,/lenskart-air-la-e14834-c2-eyeglasses.html
Grey Black Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e13776,LA E13776,135 mm,51-17-142,,/lenskart-air-la-e13776-c3-eyeglasses.html
Gold Full Rim Aviator,5000,4000,SINGLE,John Jacobs,Medium,,rim,JJ S12502,136 mm,53-18-143,Gold,/john-jacobs-full-rim-aviator-jj-s12502-c4-sunglasses.html
Brown Tortoise Full Rim Cat Eye,1700,1200,SINGLE,Lenskart Air,Extra Narrow,Frame + Lens,e11484,LA E11484,128 mm,49-17-145,Brown Tortoise,/lenskar-air-la-e11484-c2-eyeglasses.html
Silver Black Full Rim Clubmaster,2000,1500,SINGLE,Vincent Chase,Narrow,,s14475,VC S14475,134 mm,50-19-151,Silver Black,/vincent-chase-vc-s14475-c3-sunglasses.html
Denim Full Rim Wayfarer,1700,1200,₹1700,Lenskart Hustlr,Narrow,Frame + Lens,e16985,LH E16985-N,134 mm,49-19-145,,/lenskart-hustlr-lh-e16985-N-c1-eyeglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e13676,VC E13676,126 mm,48-18-140,Black,/vincent-chase-vc-e13676-full-rim-acetate-c1-eyeglasses.html
Gold Rimless Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16195,VC E16195,136 mm,57-15-145,,/vincent-chase-vc-e16195-c1-eyeglasses.html
Blue Block Screen Glasses: Matte Black Grey Full Rim Rectangle Lenskart Blu LB E13527-C1,1500,700,TRYUS,Lenskart Blu,Medium,,e13527,LB E13527,136 mm,53-17-140,,/vincent-chase-vc-e13527-c1-eyeglasses.html
Transparent Full Rim Square,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16607,VC E16607,135 mm,52-18-145,Transparent,/vincent-chase-vc-e16607-c2-eyeglasses.html
Black Full Rim Aviator,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13046,VC E13046-M,134 mm,53-16-145,Black,/vincent-chase-vc-e13046-m-c2-full-rim-aviator-eyeglasses.html
Grey Transparent Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e15019,LA E15019,137 mm,53-17-140,Grey Transparent,/lenskart-air-la-e15019-c1-eyeglasses.html
Black Full Rim Rectangle,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e16492,LA E16492,138 mm,51-18-145,Black,/lenskart-air-la-e16492-c1-eyeglasses.html
Grey Transparent Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e16609,VC E16609,130 mm,51-18-140,Grey Transparent,/vincent-chase-vc-e16609-c1-eyeglasses.html
Black Full Rim Square,1700,1200,SINGLE,Lenskart Air,Wide,Frame + Lens,e,LA E10592-L,140 mm,54-17-140,,/lenskart-air-la-e-10592-l-c1-eyeglasses.html
Black Full Rim Wayfarer,5000,4000,SINGLE,John Jacobs,Medium,,s11766,JJ S11766,136 mm,53-17-145,,/john-jacobs-jj-s11766-c6-sunglasses.html
Black Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e13346,JJ E13346,139 mm,53-19-145,Black,/john-jacobs-jj-e13346-c2-eyeglasses.html
Blue Grey Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13453,VC E13453,135 mm,54-17-140,,/vincent-chase-vc-e13453-c5-eyeglasses.html
Matte Black Full Rim Square,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e13628,VC E13628,133 mm,51-17-142,Matte Black,/vincent-chase-vc-e13628-full-rim-square-metal-steel-escobar-c1-eyeglasses.html
Green Transparent Full Rim Round,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e14532,LA E14532,137 mm,50-19-145,Green Transparent,/lenskart-air-la-e14532-c3-eyeglasses.html
Blue Full Rim Square,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14042,VC E14042,137 mm,53-16-143,Blue,/vincent-chase-vc-e14042-c4-eyeglasses.html
Black Full Rim Wayfarer,6000,5000,SINGLE,John Jacobs,Extra Wide,,s15574,JJ S15574,144 mm,53-21-145,Black,/john-jacobs-jj-s15574-c1-sunglasses.html
Navy Blue Full Rim Round,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e14032,VC E14032,129 mm,48-18-145,Navy Blue,/vincent-chase-vc-e14032-c5-eyeglasses.html
Green Full Rim Square,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e13782,LA E13782,137 mm,52-18-143,,/lenskart-air-la-e13782-c3-eyeglasses.html
Orange Transparent Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16671,VC E16671,134 mm,51-18-140,Orange Transparent,/vincent-chase-vc-e16671-c2-eyeglasses.html
Olive Full Rim Wayfarer,1700,1200,₹1700,Lenskart Hustlr,Narrow,Frame + Lens,e16985,LH E16985-N,134 mm,49-19-145,,/lenskart-hustlr-lh-e16985-N-c2-eyeglasses.html
Black Full Rim Square,1700,1200,SINGLE,Vincent Chase,Extra Wide,Frame + Lens,e12392,VC E12392,142 mm,55-17-145,Black,/vincent-chase-vc-e12392-c1-eyeglasses.html
Transparent Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e13346,JJ E13346,139 mm,53-19-145,Transparent,/john-jacobs-jj-e13346-c1-eyeglasses.html
Gold Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase,Narrow,,s14507,VC S14507,134 mm,56-12-145,,/vincent-chase-vc-s14507-c4-sunglasses.html
Black Full Rim Wayfarer,5000,4000,SINGLE,John Jacobs,Medium,,s13227,JJ S13227,136 mm,53-17-145,,/john-jacobs-jj-s13227-c4-sunglasses.html
Silver Rimless Cat Eye,5000,4000,SINGLE,John Jacobs,Narrow,Frame + Lens,e12342,JJ E12342,132 mm,53-17-140,Silver,/john-jacobs-jj-e12342-c1-eyeglasses.html
Pink Transparent Full Rim Round,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e11515,JJ E11515,134 mm,49-20-145,,/john-jacobs-jj-e11515-c1-eyeglasses.html
Brown Tortoise Full Rim Round,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e11482,LA E11482,131 mm,50-17-145,,/lenskar-air-la-e11482-c2-eyeglasses.html
Black Full Rim Aviator,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14893,VC E14893,136 mm,56-14-145,,/vincent-chase-vc-e14893-c3-eyeglasses.html
Electric Green Full Rim Wayfarer,1700,1200,SINGLE,Lenskart Hustlr,Medium,Frame + Lens,e15417,LA E15417-W,139 mm,50-20-150,,/lenskart-air-la-e15417-wc4-eyeglasses.html
Black Blue Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e10232,JJ E10232,141 mm,54-18-140,Black Blue,/john-jacobs-jj-e10232-c4-full-rim-rectangle-eyeglasses.html
Purple Full Rim Round,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e15018,LA E15018,133 mm,50-20-140,Purple,/lenskart-air-la-e15018-c2-eyeglasses.html
Silver Full Rim Aviator,5000,4000,SINGLE,John Jacobs,Wide,,s12962,JJ S12962,138 mm,56-19-145,Silver,/john-jacobs-jj-s12962-c2-sunglasses.html
Gunmetal Rimless Rectangle,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e14684,JJ E14684,134 mm,53-16-145,Gunmetal,/john-jacobs-jj-e14684-c1-eyeglasses.html
Blue Rimless Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e14858,LA E14858,135 mm,55-19-140,Blue,/lenskart-air-la-e14858-c1-eyeglasses.html
Black Full Rim Cat Eye,1700,1200,SINGLE,Lenskart Air,Extra Narrow,Frame + Lens,e11484,LA E11484,128 mm,49-17-145,Black,/lenskar-air-la-e11484-c1-eyeglasses.html
Gold Half Rim Rectangle,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e11456,JJ E11456,133 mm,51-17-140,Gold,/john-jacobs-jj-e11456-c7-eyeglasses.html
Silver Rimless Rectangle,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,jj,JJ E12610,134 mm,55-17-142,Silver,/john-jacobs-rimless-jj-e12610-c2-eyeglasses.html
Black Half Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,chase,VC E10425,132 mm,51-18-140,Black,/vincent-chase-vincent-chase-vc-e10425-c7-eyeglasses.html
Transparent Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16612,VC E16612,139 mm,53-18-145,,/vincent-chase-vc-e16612-c1-eyeglasses.html
Flamingo Full Rim Wayfarer,1700,1200,SINGLE,Lenskart Hustlr,Medium,Frame + Lens,w,LA E15417-W,139 mm,50-21-150,,/lenskart-la-e15417-w-c7-eyeglasses.html
Blue Block Screen Glasses: Matte Transparent Full Rim Wayfarer Lenskart Blu LB E13740-C2,1200,500,TRYUS,Lenskart Blu,Wide,,e13740,LB E13740,139 mm,52-17-142,Matte Transparent,/lenskart-blu-lb-e13740-c2-eyeglasses.html
Black Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16460,VC E16460,137 mm,53-17-145,Black,/vincent-chase-vc-e16460-c1-eyeglasses.html
Gunmetal Full Rim Square,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14321,VC E14321,135 mm,54-15-145,Gunmetal,/vincent-chase-vc-e14321-c3-eyeglasses.html
Blue Half Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16199,VC E16199,140 mm,56-16-140,Blue,/vincent-chase-vc-e16199-c2-eyeglasses.html
Rose Gold Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16457,VC E16457,134 mm,50-20-145,Rose Gold,/vincent-chase-vc-e16457-c2-eyeglasses.html
Black Half Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16197,VC E16197,137 mm,54-17-140,,/vincent-chase-vc-e16197-c1-eyeglasses.html
Grey Transparent Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e16613,VC E16613,145 mm,52-20-145,Grey Transparent,/vincent-chase-vc-e16613-c1-eyeglasses.html
Black Full Rim Square,1700,1200,₹1700,Lenskart Air,Medium,Frame + Lens,e16570,LA E16570,136 mm,51-17-145,,/lenskart-air-la-e16570-c2-eyeglasses.html
Gold Full Rim Cat Eye,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e14401,LA E14401,136 mm,53-17-145,,/lenskart-air-la-e14401-c1-eyeglasses.html
Blue Block Phone Computer Glasses: Electric Green Full Rim Wayfarer Lenskart HUSTLR LB E14058-W C2,1700,,TRYUS,Lenskart Hustlr,Medium,,e14058,LB E14058-W,139 mm,50-20-150,,/lenskart-hustlr-lb-e14058-w-c2-eyeglasses.html
Gunmetal Green Full Rim Hexagonal,5000,4000,SINGLE,John Jacobs,Extra Narrow,Frame + Lens,e14143,JJ E14143,128 mm,49-19-140,,/john-jacobs-jj-e14143-c3-c3-eyeglasses.html
Blue Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16229,VC E16229,138 mm,52-19-140,Blue,/vincent-chase-vc-e16229-c2-eyeglasses.html
Gold Black Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e14210,VC E14210,140 mm,54-18-145,Gold Black,/vincent-chase-vc-e14210-c1-eyeglasses.html
Jade Green Full Rim Wayfarer,1700,1200,₹1700,Lenskart Hustlr,Narrow,Frame + Lens,e15417,LA E15417-N,134 mm,45-21-145,,/lenskart-hustlr-la-e15417-s-c3-eyeglasses.html
Blue Transparent Full Rim Round,1700,1200,SINGLE,Lenskart Air,Extra Narrow,Frame + Lens,e16645,LA E16645,127 mm,49-17-145,Blue Transparent,/lenskart-air-la-e16645-c2-eyeglasses.html
Transparent Full Rim Aviator,1700,1200,SINGLE,Lenskart Air,Extra Narrow,Frame + Lens,e11483,LA E11483-XN,129 mm,51-14-145,,/lenskart-air-la-e11483-xs-c3-eyeglasses.html
Gunmetal Full Rim Round,3000,2000,SINGLE,Lenskart Air,Narrow,Frame + Lens,e14398,LA E14398,132 mm,51-19-145,Gunmetal,/lenskart-air-la-e14398-c4-eyeglasses.html
Grey Full Rim Square,1700,1200,SINGLE,Lenskart STUDIO,Medium,Frame + Lens,e15666,LS E15666,137 mm,53-17-145,,/vincent-chase-ls-e15666-c6-eyeglasses.html
Grey Transparent Full Rim Round,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e14960,LA E14960,133 mm,50-18-140,Grey Transparent,/lenskart-air-la-e14960-c2-eyeglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16643,LA E16643,137 mm,55-15-150,Black,/lenskart-air-la-e16643-c1-eyeglasses.html
Blue Transparent Full Rim Rectangle,1700,1200,₹1700,Lenskart Air,Wide,Frame + Lens,e16571,LA E16571,141 mm,54-18-145,,/lenskart-air-la-e16571-c2-eyeglasses.html
Black Grey Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e16689,VC E16689,133 mm,50-18-140,,/vincent-chase-vc-e16689-c2-eyeglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16349,LA E16349,137 mm,54-16-145,Black,/lenskart-air-la-e16349-c2-eyeglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e11260,VC E11260-S,132 mm,51-15-145,Black,/vincent-chase-vc-e11260-s-c12-eyeglasses.html
Blue Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e13815,VC E13815,128 mm,50-19-145,Blue,/vincent-chase-vc-e13815-c2-eyeglasses.html
Black Full Rim Wayfarer,6000,5000,SINGLE,John Jacobs,Medium,,s15906,JJ S15906,136 mm,49-20-145,,/john-jacobs-jj-s15906-c1-sunglasses.html
Black Full Rim Geometric,2000,1500,SINGLE,Vincent Chase,Narrow,,s16527,VC S16527,132 mm,50-21-142,Black,/vincent-chase-vc-s16527-c4-sunglasses.html
Sky Blue Transparent Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e13066,LA E13066,130 mm,51-15-145,Sky Blue Transparent,/lenskart-air-la-e13066-c5-eyeglasses.html
Blue Transparent Full Rim Round,1700,1200,SINGLE,Vincent Chase,Extra Wide,Frame + Lens,e15979,VC E15979,144 mm,53-20-144,Blue Transparent,/vincent-chase-vc-e15979-c2-eyeglasses.html
Sky Blue Full Rim Wayfarer,1700,1200,SINGLE,Lenskart Hustlr,Extra Narrow,Frame + Lens,e15011l,HP E15011,125 mm,46-17-130,,/lenskart-hustlr-hp-e15011l-c4-eyeglasses.html
Gunmetal Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13816,VC E13816,137 mm,53-19-143,,/vincent-chase-vc-e13816-c1-eyeglasses.html
Gunmetal Blue Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e14937,VC E14937,139 mm,53-17-149,Gunmetal Blue,/vincent-chase-vc-e14937-c1-eyeglasses.html
Black Full Rim Hexagonal,5000,4000,SINGLE,John Jacobs,Wide,,s12470,JJ S12470,139 mm,53-18-140,Black,/john-jacobs-jj-s12470-c2-sunglasses.html
Blue Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,air,LA E12059,132 mm,51-15-140,,/lenskart-air-lenskart-air-la-e12059-rectangle-tr90-c1-eyeglasses.html
Green Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e14886,VC E14886,136 mm,55-17-140,Green,/vincent-chase-vc-e14886-c2-eyeglasses.html
